"file","category","status","disposition","finding_ids","reviewer","evidence"
"apps/web/src/stores/missionStore.test.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/stores/missionStore.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/stores/satelliteContextStore.test.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/stores/satelliteContextStore.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/stores/trafficRuleStore.test.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/stores/trafficRuleStore.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/stores/vesselIntelStore.test.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/stores/vesselIntelStore.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/stores/vesselStore.test.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/stores/vesselStore.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/styles.css","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/traffic/feedConfidence.test.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/traffic/feedConfidence.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/traffic/trafficFilters.test.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/traffic/trafficFilters.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/src/vite-env.d.ts","web-source","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/tailwind.config.ts","configuration","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/tsconfig.json","configuration","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"apps/web/vite.config.ts","configuration","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docker-compose.yml","configuration","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/agents/AGENTIC_UPGRADE_FRAMEWORK.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/agents/loops/2026-06-20-aircraft-operations-filters.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/agents/loops/2026-06-20-observed-track-clarity.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/agents/loops/2026-06-20-osint-expansion-roadmap.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/agents/README.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/agents/ROLE_BRIEFS.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/agents/SYSTEM_PROMPTS.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/agents/templates/agent-brief.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/agents/templates/goal-loop-state.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/AIS_POC_PLAN.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/ARCHITECTURE.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/CHANGELOG.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/design/dashboard-concept.png","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/design/dashboard-desktop.png","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/design/dashboard-mobile.png","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/DEVELOPMENT_STORY.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/MASTER_IMPLEMENTATION_PLAN.md","documentation","reviewed","fixed","SF-SEC-001","orchestrator+sast+dast","FIRMS provider-key spend fixed with token guard, startup guard, web token header, docs, and regression tests."
"docs/SECURITY_MODEL.md","documentation","reviewed","fixed","SF-SEC-001","orchestrator+sast+dast","FIRMS provider-key spend fixed with token guard, startup guard, web token header, docs, and regression tests."
"docs/security/2026-06-20-agentic-loop-security.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/security/2026-06-21-comprehensive-check.md","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"docs/security/2026-06-21-file-security-tracker.csv","documentation","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"eslint.config.mjs","configuration","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"package.json","configuration","reviewed","fixed","SF-SEC-002","orchestrator+sast+dast","Dev-only esbuild advisory fixed with scoped pnpm override; pnpm audit and Trivy dev scan are clean."
"packages/shared/package.json","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/src/aircraft-schemas.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/src/aircraft.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/src/areas.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/src/conflict-context-schemas.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/src/context-schemas.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/src/index.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/src/satellite-context-schemas.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/src/schemas.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/src/types.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/src/vessels.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/tests/classification-and-areas.test.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/tests/conflict-context-schemas.test.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/tests/context-schemas.test.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/tests/intel-schemas.test.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/tests/schemas.test.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/tsconfig.cjs.json","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/tsconfig.esm.json","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/tsconfig.json","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"packages/shared/vitest.config.ts","shared-contracts","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"pnpm-lock.yaml","configuration","reviewed","fixed","SF-SEC-002","orchestrator+sast+dast","Dev-only esbuild advisory fixed with scoped pnpm override; pnpm audit and Trivy dev scan are clean."
"pnpm-workspace.yaml","configuration","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
"README.md","documentation","reviewed","fixed","SF-SEC-001","orchestrator+sast+dast","FIRMS provider-key spend fixed with token guard, startup guard, web token header, docs, and regression tests."
"tsconfig.base.json","configuration","reviewed","no validated issue","","orchestrator+sast+dast","Tracked by inventory; covered by lint/typecheck/tests/build, Trivy secret/vuln/misconfig scan, pnpm audit, and targeted sink review."
